,A,B,C,G,R,X6,X8,Class
4837,7,1098.83,759.75,41.39,9285,79.2676,0.2548,E
4838,8,1085.79,939.69,52.19,711,69.4796,0.1417,E
4839,8,1083.87,1029.66,52.65,274,74.8175,0.1419,E
4840,7,1100.43,999.67,51.3,751,44.3409,0.1454,E
4841,7,1132.54,999.67,50.86,879,27.19,0.2208,E
4842,7,1112.03,949.68,50.44,1295,41.7761,0.1439,E
4843,6,1056.57,819.73,50.44,2471,82.9219,0.2548,E
4844,6,1079.24,879.71,52.19,2356,49.3209,0.2224,E
4845,7,1111.94,919.69,50.02,1466,28.2401,0.3459,E
4846,8,1037.8,909.7,50.02,1720,39.3605,0.1784,E
4847,7,940.38,789.74,56.09,1547,52.3594,0.22,E
4864,6,903.57,769.74,58.84,1030,64.2718,0.2142,E
4865,7,928.08,769.74,57.16,2219,37.7648,0.2086,E
4866,7,984.67,809.73,56.09,1472,80.5027,0.1814,E
4867,7,1015.22,959.68,56.09,371,81.6712,0.1824,E
4868,5,997.52,929.69,56.62,486,82.0988,0.179,E
4869,6,1000.38,929.69,55.57,700,43.1429,0.2142,E
4870,4,1003.95,939.69,55.57,517,47.7756,0.2134,E
4871,6,987.88,899.7,56.62,706,67.847,0.1808,E
4872,6,996.81,899.7,56.62,890,72.5843,0.215,E
4873,7,1016.45,939.69,55.06,702,84.3305,0.2108,E
4874,5,1023.59,959.68,55.06,697,84.6485,0.2094,E
4875,6,1015.38,969.68,56.09,484,91.5289,0.21100000000000002,E
4876,6,1004.48,969.68,57.71,389,91.2596,0.1844,E
4877,5,989.67,909.7,57.71,702,67.5214,0.2165,E
4878,6,985.39,909.7,56.62,661,78.0635,0.2175,E
4879,5,1008.95,949.68,57.16,501,95.8084,0.2124,E
4880,7,1010.77,929.69,56.62,570,77.5439,0.2199,E
4881,5,1001.52,929.69,56.62,515,76.699,0.1849,E
4882,5,988.24,919.69,57.16,745,80.4027,0.2168,E
4883,6,985.74,919.69,57.16,924,56.0606,0.2174,E
4884,6,1010.4,929.69,56.62,539,62.7087,0.2199,E
4885,8,988.96,799.73,56.62,1682,51.0107,0.1806,E
4886,8,931.36,799.73,56.62,2997,25.4588,0.179,E
4887,7,833.84,709.76,56.62,1634,30.2326,0.2116,E
4888,6,806.59,709.76,63.85,1052,31.2738,0.1417,E
4889,8,828.25,719.76,63.85,895,19.1061,0.142,E
4890,8,803.16,739.75,66.69,276,47.4638,0.3202,E
4891,8,740.52,609.8,70.61,1417,33.3098,0.1385,E
4892,7,725.66,609.8,68.2,1405,33.1673,0.2827,E
4893,8,858.5,629.79,58.27,3156,52.5665,0.2824,E
4894,8,964.16,889.7,58.27,783,70.7535,0.2146,E
4895,8,956.92,849.72,58.84,679,87.4816,0.2162,E
4896,8,907.12,849.72,60.63,473,71.6702,0.2134,E
4897,8,910.66,849.72,59.43,893,69.8768,0.2125,E
4898,8,938.69,869.71,59.43,570,88.5965,0.1776,E
4899,8,915.82,849.72,59.43,715,57.6224,0.2113,E
4900,6,942.35,849.72,56.09,1097,43.7557,0.2122,E
4901,7,975.54,879.71,56.09,1340,29.7015,0.1767,E
4902,7,964.51,879.71,58.84,793,50.4414,0.1788,E
4903,8,967.61,839.72,58.27,816,48.5294,0.1782,E
4904,8,944.69,829.72,58.84,785,62.8025,0.1764,E
4905,7,953.48,879.71,59.43,746,58.445,0.217,E
4906,8,943.35,879.71,59.43,730,64.1096,0.212,E
4907,8,948.35,879.71,57.16,657,45.2055,0.2109,E
4908,7,900.02,739.75,57.16,1018,29.5678,0.1792,E
4909,7,903.25,739.75,59.43,2425,19.0928,0.1786,E
4910,7,959.68,889.7,59.43,700,49.4286,0.2156,E
4911,7,892.2,729.76,60.63,1051,31.4938,0.1751,E
4912,6,915.82,729.76,56.09,1946,39.4656,0.1761,E
4913,7,998.24,329.89,56.09,16774,90.1157,0.322,E
4914,8,997.88,329.89,56.09,10249,83.6472,0.3579,E
4915,7,1004.31,949.68,56.09,717,38.6332,0.2134,E
4916,6,996.1,879.71,55.06,1052,28.1369,0.2151,E
4917,6,1006.45,879.71,55.06,921,38.9794,0.2129,E
4918,7,1010.77,949.68,56.62,540,67.4074,0.1832,E
4919,7,1025.95,939.69,55.57,481,74.0125,0.2166,E
4920,6,1025.58,919.69,54.07,1109,73.4896,0.1806,E
4921,6,1041.5,919.69,54.07,939,62.7263,0.2134,E
4922,7,1065.03,979.67,50.44,765,81.9608,0.1445,E
4923,7,1060.8,949.68,50.44,1343,86.2249,0.1813,E
4924,6,1029.29,949.68,54.56,1426,97.1248,0.1799,E
4925,8,1027.06,959.68,54.56,1158,92.7461,0.1803,E
4926,7,1045.04,979.67,53.59,691,73.3719,0.2208,E
4927,8,1046.69,979.67,53.59,652,59.5092,0.1769,E
4928,8,1040.76,979.67,54.56,393,77.8626,0.2135,E
4929,6,1039.28,969.68,54.07,662,90.1813,0.2138,E
4930,6,1016.45,959.68,54.07,811,82.3674,0.2108,E
4931,7,1018.55,959.68,55.57,613,94.4535,0.2182,E
4932,7,1044.84,989.67,55.06,328,94.8171,0.2127,E
4933,7,1041.87,969.68,55.06,411,78.1022,0.2133,E
4934,7,1028.18,959.68,56.62,542,90.4059,0.1801,E
4935,7,1018.95,949.68,56.62,591,93.9086,0.1753,E
4936,7,1027.44,949.68,54.07,724,71.6851,0.1802,E
4937,7,1033.36,959.68,54.07,546,63.0037,0.1434,E
4938,7,1001.81,939.69,56.62,487,78.2341,0.1783,E
4939,7,1005.22,939.69,56.09,402,76.6169,0.1842,E
4940,7,1022.99,949.68,56.09,648,67.9012,0.2172,E
4941,6,1040.02,969.68,54.07,830,86.0241,0.1781,E
4942,7,1055.42,979.67,54.07,1294,89.1036,0.1822,E
4943,7,1053.72,969.68,54.07,1073,82.8518,0.1757,E
4944,7,1036.69,939.69,55.06,1041,88.3766,0.1786,E
4945,7,1027.06,939.69,55.06,914,77.4617,0.2164,E
4946,7,1048.54,959.68,53.59,718,74.9304,0.1766,E
4947,7,1060.03,999.67,53.59,692,65.7514,0.1451,E
4948,7,1024.47,929.69,54.56,826,76.5133,0.1808,E
4949,7,1023.94,929.69,54.07,1038,85.4528,0.2093,E
4950,6,1042.25,959.68,54.07,843,88.1376,0.1777,E
4951,6,1025.21,899.7,55.06,1254,56.7783,0.1806,E
4952,6,1009.66,899.7,55.06,1115,65.5605,0.2122,E
4953,8,1022.25,959.68,55.06,756,83.5979,0.1812,E
4954,7,1054.65,979.67,54.56,669,53.5127,0.1459,E
4955,7,1058.49,969.68,54.56,765,36.9935,0.1817,E
4956,8,1040.76,939.69,54.56,813,63.2226,0.1423,E
4957,8,1027.51,939.69,53.59,1434,86.6806,0.1738,E
4958,7,1029.66,949.68,53.59,1046,87.4761,0.1799,E
4959,8,1018.55,949.68,55.06,754,91.1141,0.2182,E
4960,5,1034.47,949.68,53.59,871,77.3823,0.2148,E
4961,6,1044.1,949.68,53.59,820,81.3415,0.1774,E
4962,5,1039.65,979.67,54.56,665,93.0827,0.1781,E
4963,9,1043.73,979.67,54.07,782,68.798,0.1774,E
4964,7,1038.17,939.69,54.07,1482,59.1093,0.1784,E
4965,5,1052.34,939.69,53.12,1542,45.5253,0.1827,E
4966,7,1065.8,999.67,53.12,880,68.1818,0.1804,E
4967,7,1057.34,999.67,53.12,784,66.4541,0.1819,E
4968,6,1054.83,989.67,53.59,932,70.1717,0.1756,E
4969,6,1071.95,1009.66,52.19,988,82.99600000000001,0.1794,E
4970,7,1058.88,969.68,52.19,1193,91.5339,0.1816,E
4971,10,1043.5,969.68,53.59,1250,88.32,0.1843,E
4972,7,1035.21,939.69,54.56,1387,85.0036,0.2147,E
4973,7,1038.54,939.69,54.07,946,88.055,0.1783,E
4974,7,1047.43,949.68,54.07,779,89.2169,0.1768,E
4975,9,1037.8,949.68,54.56,855,91.345,0.1784,E
4976,8,1043.11,969.68,53.12,854,75.9953,0.1844,E
4977,8,1035.58,959.68,53.12,741,66.9366,0.1788,E
4978,8,1024.47,959.68,55.57,889,83.1271,0.1808,E
4979,9,1042.62,949.68,53.59,1332,73.9489,0.1776,E
4980,8,1043.11,949.68,53.59,1260,73.25399999999999,0.1844,E
4981,7,1023.73,959.68,55.06,987,82.1682,0.1809,E
4982,7,1016.09,939.69,55.57,894,68.3445,0.2109,E
4983,6,1018.18,929.69,55.57,703,81.9346,0.2183,E
4984,8,1015.59,929.69,53.59,890,82.3596,0.1823,E
4985,7,1036.32,949.68,53.59,622,67.5241,0.2144,E
4986,7,1042.99,979.67,54.07,578,83.045,0.2131,E
4987,6,1049.65,979.67,52.65,609,93.1034,0.1764,E
4988,7,1059.26,969.68,52.65,949,79.3467,0.1816,E
4989,6,1039.28,959.68,54.56,980,65.7143,0.1782,E
4990,7,1053.72,959.68,53.59,1000,80.1,0.1757,E
4991,7,1047.34,969.68,53.59,672,94.0476,0.1836,E
4992,6,1034.47,969.68,55.06,598,80.4348,0.179,E
4993,7,1021.09,949.68,56.62,635,85.6693,0.2099,E
4994,6,1017.81,939.69,53.59,1469,57.1137,0.182,E
4995,6,1050.8,939.69,52.19,1110,57.3874,0.183,E
4996,7,1066.18,969.68,52.19,589,46.0102,0.1804,E
4997,7,1041.13,959.68,53.59,759,50.9881,0.1779,E
4998,6,1033.36,959.68,54.07,609,82.266,0.1792,E
4999,7,1056.96,979.67,54.07,628,66.5605,0.182,E
5000,8,1058.11,979.67,53.59,923,60.3467,0.1818,E
5001,7,1034.47,889.7,53.59,1497,48.3634,0.179,E
5002,7,1002.17,889.7,54.56,1427,44.2186,0.1782,E
5003,7,983.6,899.7,54.56,1487,59.9193,0.1816,E
5004,8,973.25,899.7,57.71,1352,61.0207,0.1835,E
5005,7,1014.85,899.7,52.65,1564,71.0997,0.1825,E
5006,6,1041.13,919.69,52.65,1424,60.8146,0.1779,E
