,A,B,C,G,R,X6,X8,Class
5599,8,656.29,609.8,84.54,474,85.0211,0.2835,A
5600,9,673.5,399.87,54.07,11641,71.9182,0.1727,A
5601,9,648.12,579.81,82.22,607,64.7446,0.1286,A
5602,8,637.93,589.8,89.58,250,78.4,0.2917,A
5603,8,623.71,569.81,89.58,280,55.3571,0.1743,A
5604,8,624.14,569.81,90.94,257,61.4786,0.2786,A
5605,9,628.7,589.8,90.94,198,89.3939,0.2766,A
5606,10,625.88,559.81,85.74,371,67.655,0.1737,A
5607,9,611.05,539.82,85.74,809,33.1273,0.1227,A
5608,10,602.3,379.87,84.54,2081,51.1773,0.2076,A
5609,10,616.9,419.86,84.54,1383,33.8395,0.1706,A
5610,7,635.22,539.82,85.74,700,24.5714,0.1369,A
5611,8,651.15,609.8,85.74,406,51.7241,0.2443,A
5612,8,647.28,589.8,86.99,346,85.8382,0.2809,A
5613,9,647.06,569.81,82.22,621,33.0113,0.2459,A
5614,7,643.12,569.81,82.22,483,33.3333,0.2764,A
5615,9,646.38,609.8,84.54,268,75.3731,0.2461,A
5616,7,654.67,609.8,84.54,350,79.4286,0.2487,A
5617,7,644.1,609.8,84.54,228,87.7193,0.2823,A
5618,8,617.4,379.87,82.22,940,45.3191,0.2817,A
5619,10,628.44,359.88,40.55,23094,42.1668,0.129,A
5620,10,633.12,359.88,80.03,1621,41.7027,0.1316,A
5621,11,642.37,559.81,82.22,624,46.9551,0.3014,A
5622,11,723.63,559.81,44.79,25166,46.7615,0.2229,A
5623,11,702.69,349.88,44.79,41801,83.1511,0.3471,A
5624,15,574.3,309.9,45.13,48014,85.42299999999999,0.3198,A
5625,19,521.28,309.9,44.46,20718,69.2827,0.3139,A
5634,7,629.79,559.81,84.54,699,42.7754,0.2416,A
5635,8,616.82,559.81,89.58,360,59.4444,0.276,A
5636,7,628.68,579.81,88.26,320,84.375,0.2474,A
5637,8,627.79,589.8,90.94,211,85.78200000000001,0.2832,A
5638,7,631.35,589.8,89.58,306,85.9477,0.2464,A
5639,9,629.57,589.8,88.26,394,95.1777,0.2417,A
5640,8,626.31,589.8,89.58,318,85.5346,0.243,A
5641,8,637.12,589.8,88.26,356,92.4157,0.2442,A
5642,10,641.6,599.8,88.26,365,96.7123,0.248,A
5643,8,635.57,589.8,88.26,377,92.8382,0.2448,A
5644,7,638.65,589.8,86.99,397,86.6499,0.2491,A
5645,10,640.01,599.8,86.99,343,95.3353,0.2431,A
5646,8,628.23,589.8,89.58,247,95.9514,0.2476,A
5647,8,629.14,579.81,86.99,400,83.75,0.2419,A
5648,7,620.43,569.81,86.99,419,81.6229,0.2058,A
5649,8,603.42,569.81,93.78,243,90.9465,0.2468,A
5650,9,607.88,569.81,92.34,272,85.2941,0.28,A
5651,10,615.75,569.81,92.34,296,93.9189,0.2419,A
5652,10,621.97,589.8,89.58,312,87.1795,0.2447,A
5653,7,618.71,579.81,89.58,248,93.5484,0.24600000000000002,A
5654,8,617.84,579.81,92.34,261,96.1686,0.2463,A
5655,9,622.98,589.8,92.34,266,95.1128,0.2391,A
5656,9,616.97,579.81,92.34,321,91.2773,0.2467,A
5673,8,787.24,709.76,68.2,911,42.7003,0.3176,A
5674,9,778.35,719.76,70.61,643,90.6687,0.1428,A
5675,10,703.77,629.79,72.31,730,66.9863,0.3197,A
5676,10,682.94,629.79,76.95,1035,25.6039,0.1429,A
5677,10,682.39,609.8,76.95,1224,37.7451,0.1396,A
5678,9,642.01,589.8,81.11,299,47.1572,0.1385,A
5679,8,694.16,589.8,68.99,1236,36.0841,0.1757,A
5680,10,768.66,669.78,68.99,917,55.8342,0.2813,A
5681,9,706.11,619.79,73.2,1223,24.6116,0.2763,A
5682,11,641.34,559.81,82.22,816,7.9657,0.1386,A
5683,10,648.19,559.81,66.69,2512,56.5685,0.1753,A
5684,7,758.43,599.8,61.24,3107,18.2491,0.2082,A
5685,8,824.43,739.75,61.24,1780,29.4382,0.2497,A
5686,7,789.18,689.77,70.61,799,93.9925,0.17600000000000002,A
5687,8,785.68,689.77,69.79,924,85.4978,0.3096,A
5688,9,794.31,719.76,69.79,1170,61.453,0.2518,A
5689,8,771.41,669.78,70.61,1497,36.6733,0.2521,A
5690,8,772.72,669.78,68.99,1468,52.6567,0.2448,A
5691,8,780.82,719.76,68.99,1009,63.0327,0.2769,A
5692,8,738.22,669.78,71.45,325,72.3077,0.2779,A
5693,9,718.73,639.79,73.2,1096,27.0073,0.1784,A
5694,8,679.06,599.8,73.2,1560,27.2436,0.2104,A
5695,8,678.31,599.8,75.03,499,37.2745,0.1438,A
5696,9,725.66,629.79,70.61,690,61.4493,0.212,A
5728,10,785.29,739.75,70.61,582,82.9897,0.3184,A
5729,9,741.33,599.8,71.45,1175,57.3617,0.284,A
5730,9,632.01,529.82,73.2,1977,28.9833,0.1406,A
5731,10,568.05,529.82,92.34,155,15.4839,0.2416,A
5732,10,615.66,529.82,69.79,2794,28.4538,0.1766,A
5733,9,734.11,599.8,66.69,2219,55.5205,0.1397,A
5734,9,792.59,669.78,64.54,2088,39.0326,0.1442,A
5735,10,765.15,649.78,64.54,2028,41.4201,0.2473,A
5736,10,752.91,649.78,68.2,1488,64.2473,0.1748,A
5737,8,694.4,609.8,70.61,1181,50.126999999999995,0.281,A
5738,13,630.01,599.8,85.74,222,78.8288,0.1725,A
5739,14,609.37,549.82,84.54,502,19.5219,0.1746,A
5740,10,708.01,549.82,63.18,2434,44.4947,0.1766,A
5741,8,832.37,669.78,63.18,2578,31.4197,0.212,A
5742,9,722.07,629.79,65.96,1731,32.5246,0.1776,A
5743,8,732.91,629.79,66.69,1237,31.2045,0.2154,A
5744,8,829.43,679.77,63.85,2615,54.1491,0.1418,A
5745,8,835.6,769.74,66.69,534,61.4232,0.1408,A
5746,9,816.3,719.76,68.2,671,79.7317,0.175,A
5747,9,702.2,589.8,68.2,1501,34.5769,0.2084,A
5748,10,679.53,589.8,64.54,2171,20.912,0.1436,A
5749,10,810.59,639.79,64.54,2082,19.9808,0.1762,A
5750,9,842.07,759.75,63.85,1777,40.4052,0.1397,A
5751,8,836.49,669.78,63.85,2665,60.3752,0.1758,A
5752,10,802.88,639.79,63.85,2977,66.5099,0.1423,A
5753,10,800.29,639.79,60.63,3600,46.8056,0.1736,A
5754,9,763.53,649.78,60.63,3970,22.2922,0.177,A
5755,9,728.73,649.78,69.79,1470,18.0272,0.1407,A
5756,8,741.8,669.78,69.79,1334,61.6192,0.1728,A
5757,8,715.15,599.8,72.31,2679,18.8876,0.1434,A
5758,8,715.51,599.8,70.61,2768,26.7702,0.1398,A
5759,10,734.37,629.79,70.61,1406,67.4253,0.3142,A
5760,10,677.21,579.81,55.06,4249,88.1149,0.1136,A
5761,10,627.17,559.81,55.06,4474,77.7157,0.1139,A
5762,10,626.31,559.81,84.54,1159,17.7739,0.243,A
5763,10,649.33,549.82,70.61,1706,28.4877,0.175,A
5764,8,687.63,549.82,70.61,1410,52.4823,0.2078,A
5765,8,669.06,569.81,75.97,629,21.3037,0.3559,A
5766,8,713.01,569.81,67.44,1758,40.4437,0.1753,A
5767,8,761.06,649.78,67.44,1333,59.1148,0.1729,A
5768,10,738.17,669.78,71.45,782,70.3325,0.1426,A
5769,10,766.5,689.77,71.45,1037,56.5092,0.1763,A
5770,9,761.1,619.79,71.45,1771,29.7572,0.2131,A
5771,9,695.87,609.8,71.45,1183,26.6272,0.3155,A
5772,9,706.51,619.79,65.24,2584,19.0402,0.1415,A
5773,8,743.17,639.79,65.24,2479,37.5958,0.1416,A
5774,9,703.42,639.79,75.03,884,60.181000000000004,0.20800000000000002,A
5775,8,735.91,639.79,66.69,2123,32.878,0.1742,A
5776,9,731.55,629.79,66.69,1785,28.1232,0.1402,A
5777,9,673.82,619.79,78.97,447,47.651,0.1413,A
5778,7,669.78,599.8,75.97,690,36.6667,0.2083,A
5779,9,720.02,599.8,70.61,1532,24.8042,0.1425,A
5780,10,768.93,679.77,70.61,827,49.6977,0.1406,A
5781,9,753.43,629.79,67.44,1555,23.9871,0.3144,A
5782,8,759.21,629.79,65.96,1800,46.1111,0.1424,A
5783,9,778.39,679.77,65.96,1684,43.943000000000005,0.2083,A
5784,9,756.06,599.8,65.96,2598,13.164000000000001,0.3133,A
5785,9,777.24,599.8,63.85,4269,24.1274,0.1787,A
5786,10,809.16,729.76,63.85,1436,84.8189,0.1766,A
5787,9,795.29,739.75,68.99,902,96.7849,0.3144,A
5788,9,781.96,729.76,71.45,677,93.353,0.3197,A
5789,9,779.18,729.76,71.45,695,91.0791,0.3209,A
5790,8,760.01,649.78,71.45,947,38.0148,0.3463,A
5791,8,758.43,649.78,72.31,948,39.135,0.34700000000000003,A
5792,10,774.46,709.76,69.79,515,82.7184,0.3228,A
5793,9,789.18,709.76,69.79,584,67.2945,0.3168,A
5794,7,716.76,559.81,71.45,1232,44.236999999999995,0.3139,A
5795,7,665.73,559.81,73.2,660,45.0,0.1431,A
5796,9,728.48,609.8,70.61,2920,25.7192,0.2112,A
5797,9,743.85,639.79,70.61,1878,27.5293,0.2068,A
5798,8,764.07,599.8,63.85,3852,42.9387,0.2476,A
5799,7,806.02,599.8,63.18,4434,25.0113,0.1772,A
5800,7,765.69,629.79,63.18,1957,46.7552,0.1765,A
5801,7,700.5,619.79,68.99,1156,44.8962,0.1393,A
5802,8,684.89,619.79,70.61,742,68.5984,0.3205,A
5803,9,737.7,439.85,47.63,22353,72.2453,0.2433,A
5804,10,705.55,439.85,47.63,39513,37.7218,0.2238,A
5805,10,714.05,339.89,40.01,49866,32.2404,0.1601,A
5806,11,677.61,339.89,40.01,33411,86.274,0.1197,A
5807,12,623.49,519.83,47.63,16226,52.0954,0.3487,A
5808,12,639.56,539.82,47.63,12581,54.7333,0.3554,A
5809,9,678.58,559.81,77.95,1502,26.6977,0.1404,A
5810,9,702.2,599.8,73.2,627,70.1754,0.2431,A
5811,11,618.73,509.83,73.2,725,43.5862,0.1376,A
5812,8,604.38,509.83,73.2,763,57.0118,0.1379,A
5813,9,711.76,559.81,70.61,2161,39.056,0.2459,A
5814,10,792.02,709.76,69.79,609,66.1741,0.2886,A
5815,9,812.01,759.75,65.96,1128,43.9716,0.2815,A
5816,7,799.73,659.78,65.96,1612,25.8685,0.1786,A
5817,7,764.34,629.79,65.96,2088,30.5556,0.1414,A
5818,7,761.59,629.79,65.96,1809,33.1122,0.2764,A
5819,8,752.38,619.79,73.2,1322,56.354,0.2798,A
5820,7,759.75,619.79,71.45,1346,45.7652,0.2846,A
5821,7,795.45,719.76,71.45,405,83.7037,0.2874,A
5822,7,792.51,669.78,70.61,798,51.3784,0.1402,A
5823,7,788.35,669.78,69.79,1065,23.9437,0.1409,A
5824,7,791.4,729.76,69.79,622,40.836,0.2808,A
5825,8,772.17,739.75,73.2,310,97.0968,0.28,A
5826,7,763.26,699.77,74.1,453,61.1479,0.2833,A
5827,8,738.73,679.77,74.1,361,60.9418,0.2777,A
5828,8,718.01,629.79,65.96,2132,20.7786,0.1393,A
5829,8,722.84,629.79,65.96,1953,39.5289,0.1774,A
5830,9,758.4,649.78,65.24,1667,51.1098,0.1426,A
5831,8,790.01,729.76,65.24,1334,46.9265,0.2813,A
5832,8,770.01,719.76,71.45,601,70.2163,0.1404,A
5833,9,760.02,699.77,71.45,752,63.9628,0.2489,A
5834,8,782.24,709.76,69.79,872,67.8899,0.2486,A
5835,7,793.35,709.76,67.44,1145,56.5939,0.2451,A
5836,9,716.51,579.81,67.44,1396,43.7679,0.2442,A
5837,9,700.02,579.81,71.45,1180,34.8305,0.1786,A
5838,8,769.19,679.77,72.31,949,82.2972,0.2167,A
